Title,HE student enrolment FTE by HE provider and level of study,,,,
Location,UK,,,,
Time period,2016/17,,,,
Data source,HESA,,,,
Data source link,https://www.hesa.ac.uk/data-and-analysis/students/table-2,,,,
Data file canonical link,https://www.hesa.ac.uk/data-and-analysis/students/table-2.csv,,,,
Licence,Creative Commons Attribution 4.0 International Licence,,,,
Code page,"Unicode UTF-8 ",,,,
Disclaimer,"Please note that this data includes rounded totals.  Caution must be taken when importing into a pivot table so as not to double count. ",,,,
Table total,2556970,,,,
Last updated,Feb-18,,,,
,,,,,
UKPRN,HE provider,Country of HE provider,Region of HE provider,Level of study,Student count
10001726,Coventry University,England,West Midlands,First degree,22400
10001726,Coventry University,England,West Midlands,Other undergraduate,1415
10001726,Coventry University,England,West Midlands,Total,27990
10001726,Coventry University,All,All,Postgraduate research,400
10001726,Coventry University,All,All,Postgraduate taught,3780
10001726,Coventry University,All,All,First degree,22400
10001726,Coventry University,All,All,Other undergraduate,1415
10001726,Coventry University,All,All,Total,27990
10001726,Coventry University,England,All,Postgraduate research,400
10001726,Coventry University,England,All,Postgraduate taught,3780
10001726,Coventry University,England,All,First degree,22400
10001726,Coventry University,England,All,Other undergraduate,1415
10001726,Coventry University,England,All,Total,27990
10007822,Cranfield University,England,East of England,Postgraduate research,895
10007822,Cranfield University,England,East of England,Postgraduate taught,1940
10007822,Cranfield University,England,East of England,First degree,0
10007822,Cranfield University,England,East of England,Other undergraduate,0
10007822,Cranfield University,England,East of England,Total,2835
10007822,Cranfield University,All,All,Postgraduate research,895
10007822,Cranfield University,All,All,Postgraduate taught,1940
10007822,Cranfield University,All,All,First degree,0
10007822,Cranfield University,All,All,Other undergraduate,0
10007822,Cranfield University,All,All,Total,2835
10007822,Cranfield University,England,All,Postgraduate research,895
10007822,Cranfield University,England,All,Postgraduate taught,1940
10007822,Cranfield University,England,All,First degree,0
10007822,Cranfield University,England,All,Other undergraduate,0
10007822,Cranfield University,England,All,Total,2835
10006427,University for the Creative Arts,England,South East,Postgraduate research,30
10006427,University for the Creative Arts,England,South East,Postgraduate taught,215
10006427,University for the Creative Arts,England,South East,First degree,4655
10006427,University for the Creative Arts,England,South East,Other undergraduate,50
10006427,University for the Creative Arts,England,South East,Total,4945
10006427,University for the Creative Arts,All,All,Postgraduate research,30
10006427,University for the Creative Arts,All,All,Postgraduate taught,215
10006427,University for the Creative Arts,All,All,First degree,4655
10006427,University for the Creative Arts,All,All,Other undergraduate,50
10006427,University for the Creative Arts,All,All,Total,4945
10006427,University for the Creative Arts,England,All,Postgraduate research,30
10006427,University for the Creative Arts,England,All,Postgraduate taught,215
10006427,University for the Creative Arts,England,All,First degree,4655
10006427,University for the Creative Arts,England,All,Other undergraduate,50
10006427,University for the Creative Arts,England,All,Total,4945
10007842,University of Cumbria,England,North West,Postgraduate research,50
10007842,University of Cumbria,England,North West,Postgraduate taught,905
10007842,University of Cumbria,England,North West,First degree,4435
10007842,University of Cumbria,England,North West,Other undergraduate,925
10007842,University of Cumbria,England,North West,Total,6315
10007842,University of Cumbria,All,All,Postgraduate research,50
10007842,University of Cumbria,All,All,Postgraduate taught,905
10007842,University of Cumbria,All,All,First degree,4435
10007842,University of Cumbria,All,All,Other undergraduate,925
10007842,University of Cumbria,All,All,Total,6315
10007842,University of Cumbria,England,All,Postgraduate research,50
10007842,University of Cumbria,England,All,Postgraduate taught,905
10007842,University of Cumbria,England,All,First degree,4435
10007842,University of Cumbria,England,All,Other undergraduate,925
10007842,University of Cumbria,England,All,Total,6315
10001883,De Montfort University,England,East Midlands,Postgraduate research,405
10001883,De Montfort University,England,East Midlands,Postgraduate taught,1685
10001883,De Montfort University,England,East Midlands,First degree,16590
10001883,De Montfort University,England,East Midlands,Other undergraduate,860
10001883,De Montfort University,England,East Midlands,Total,19540
10001883,De Montfort University,All,All,Postgraduate research,405
10001883,De Montfort University,All,All,Postgraduate taught,1685
10001883,De Montfort University,All,All,First degree,16590
10001883,De Montfort University,All,All,Other undergraduate,860
10001883,De Montfort University,All,All,Total,19540
10001883,De Montfort University,England,All,Postgraduate research,405
10001883,De Montfort University,England,All,Postgraduate taught,1685
10001883,De Montfort University,England,All,First degree,16590
10001883,De Montfort University,England,All,Other undergraduate,860
10001883,De Montfort University,England,All,Total,19540
10007851,University of Derby,England,East Midlands,Postgraduate research,170
10007851,University of Derby,England,East Midlands,Postgraduate taught,1300
10007851,University of Derby,England,East Midlands,First degree,10935
10007851,University of Derby,England,East Midlands,Other undergraduate,1105
10007851,University of Derby,England,East Midlands,Total,13510
10007851,University of Derby,All,All,Postgraduate research,170
10007851,University of Derby,All,All,Postgraduate taught,1300
10007851,University of Derby,All,All,First degree,10935
10007851,University of Derby,All,All,Other undergraduate,1105
10007851,University of Derby,All,All,Total,13510
10007851,University of Derby,England,All,Postgraduate research,170
10007851,University of Derby,England,All,Postgraduate taught,1300
10007851,University of Derby,England,All,First degree,10935
10007851,University of Derby,England,All,Other undergraduate,1105
10007851,University of Derby,England,All,Total,13510
10007852,The University of Dundee,All,All,Postgraduate research,555
10007852,The University of Dundee,All,All,Postgraduate taught,2060
10007852,The University of Dundee,All,All,First degree,9085
10007852,The University of Dundee,All,All,Other undergraduate,275
10007852,The University of Dundee,All,All,Total,11975
10007852,The University of Dundee,Scotland,All,Postgraduate research,555
10007852,The University of Dundee,Scotland,All,Postgraduate taught,2060
10007852,The University of Dundee,Scotland,All,First degree,9085
10007852,The University of Dundee,Scotland,All,Other undergraduate,275
10007852,The University of Dundee,Scotland,All,Total,11975
10007143,University of Durham,England,North East,Postgraduate research,1380
10007143,University of Durham,England,North East,Postgraduate taught,2470
10007143,University of Durham,England,North East,First degree,13385
10007143,University of Durham,England,North East,Other undergraduate,20
10007143,University of Durham,England,North East,Total,17260
10007143,University of Durham,All,All,Postgraduate research,1380
10007143,University of Durham,All,All,Postgraduate taught,2470
10007143,University of Durham,All,All,First degree,13385
10007143,University of Durham,All,All,Other undergraduate,20
10007143,University of Durham,All,All,Total,17260
10007143,University of Durham,England,All,Postgraduate research,1380
10007143,University of Durham,England,All,Postgraduate taught,2470
10007143,University of Durham,England,All,First degree,13385
10007143,University of Durham,England,All,Other undergraduate,20
10007143,University of Durham,England,All,Total,17260
10007789,The University of East Anglia,England,East of England,Postgraduate research,915
10007789,The University of East Anglia,England,East of England,Postgraduate taught,2630
10007789,The University of East Anglia,England,East of England,First degree,11355
10007789,The University of East Anglia,England,East of England,Other undergraduate,610
10007789,The University of East Anglia,England,East of England,Total,15510
10007789,The University of East Anglia,All,All,Postgraduate research,915
10007789,The University of East Anglia,All,All,Postgraduate taught,2630
10007789,The University of East Anglia,All,All,First degree,11355
10007789,The University of East Anglia,All,All,Other undergraduate,610
10007789,The University of East Anglia,All,All,Total,15510
10007789,The University of East Anglia,England,All,Postgraduate research,915
10007789,The University of East Anglia,England,All,Postgraduate taught,2630
10007789,The University of East Anglia,England,All,First degree,11355
10007789,The University of East Anglia,England,All,Other undergraduate,610
10007789,The University of East Anglia,England,All,Total,15510
10007144,The University of East London,England,London,Postgraduate research,295
10007144,The University of East London,England,London,Postgraduate taught,1555
10007144,The University of East London,England,London,First degree,8750
10007144,The University of East London,England,London,Other undergraduate,155
10007144,The University of East London,England,London,Total,10755
10007144,The University of East London,All,All,Postgraduate research,295
10007144,The University of East London,All,All,Postgraduate taught,1555
10007144,The University of East London,All,All,First degree,8750
10007144,The University of East London,All,All,Other undergraduate,155
10007144,The University of East London,All,All,Total,10755
10007144,The University of East London,England,All,Postgraduate research,295
10007144,The University of East London,England,All,Postgraduate taught,1555
10007144,The University of East London,England,All,First degree,8750
10007144,The University of East London,England,All,Other undergraduate,155
10007144,The University of East London,England,All,Total,10755
10007823,Edge Hill University,England,North West,Postgraduate research,85
10007823,Edge Hill University,England,North West,Postgraduate taught,1225
10007823,Edge Hill University,England,North West,First degree,10395
10007823,Edge Hill University,England,North West,Other undergraduate,485
10007823,Edge Hill University,England,North West,Total,12190
10007823,Edge Hill University,All,All,Postgraduate research,85
10007823,Edge Hill University,All,All,Postgraduate taught,1225
10007823,Edge Hill University,All,All,First degree,10395
10007823,Edge Hill University,All,All,Other undergraduate,485
10007823,Edge Hill University,All,All,Total,12190
10007823,Edge Hill University,England,All,Postgraduate research,85
10007823,Edge Hill University,England,All,Postgraduate taught,1225
10007823,Edge Hill University,England,All,First degree,10395
10007823,Edge Hill University,England,All,Other undergraduate,485
10007823,Edge Hill University,England,All,Total,12190
10007772,Edinburgh Napier University,All,All,Postgraduate research,225
10007772,Edinburgh Napier University,All,All,Postgraduate taught,1645
10007772,Edinburgh Napier University,All,All,First degree,9590
10007772,Edinburgh Napier University,All,All,Other undergraduate,130
10007772,Edinburgh Napier University,All,All,Total,11595
10007772,Edinburgh Napier University,Scotland,All,Postgraduate research,225
10007772,Edinburgh Napier University,Scotland,All,Postgraduate taught,1645
10007772,Edinburgh Napier University,Scotland,All,First degree,9590
10007772,Edinburgh Napier University,Scotland,All,Other undergraduate,130
10007772,Edinburgh Napier University,Scotland,All,Total,11595
10007790,The University of Edinburgh,All,All,Postgraduate research,3045
10007790,The University of Edinburgh,All,All,Postgraduate taught,5495
10007790,The University of Edinburgh,All,All,First degree,20540
10007790,The University of Edinburgh,All,All,Other undergraduate,140
10007790,The University of Edinburgh,All,All,Total,29220
10007790,The University of Edinburgh,Scotland,All,Postgraduate research,3045
10007790,The University of Edinburgh,Scotland,All,Postgraduate taught,5495
10007790,The University of Edinburgh,Scotland,All,First degree,20540
10007790,The University of Edinburgh,Scotland,All,Other undergraduate,140
10007790,The University of Edinburgh,Scotland,All,Total,29220
10007791,The University of Essex,England,East of England,Postgraduate research,545
10007791,The University of Essex,England,East of England,Postgraduate taught,1960
10007791,The University of Essex,England,East of England,First degree,10060
10007791,The University of Essex,England,East of England,Other undergraduate,545
10007791,The University of Essex,England,East of England,Total,13105
10007791,The University of Essex,All,All,Postgraduate research,545
10007791,The University of Essex,All,All,Postgraduate taught,1960
10007791,The University of Essex,All,All,First degree,10060
10007791,The University of Essex,All,All,Other undergraduate,545
10007791,The University of Essex,All,All,Total,13105
10007791,The University of Essex,England,All,Postgraduate research,545
10007791,The University of Essex,England,All,Postgraduate taught,1960
10007791,The University of Essex,England,All,First degree,10060
10007791,The University of Essex,England,All,Other undergraduate,545
10007791,The University of Essex,England,All,Total,13105
10007792,The University of Exeter,England,South West,Postgraduate research,1370
10007792,The University of Exeter,England,South West,Postgraduate taught,2575
10007792,The University of Exeter,England,South West,First degree,17355
10007792,The University of Exeter,England,South West,Other undergraduate,565
10007792,The University of Exeter,England,South West,Total,21860
10007792,The University of Exeter,All,All,Postgraduate research,1370
10007792,The University of Exeter,All,All,Postgraduate taught,2575
10007792,The University of Exeter,All,All,First degree,17355
10007792,The University of Exeter,All,All,Other undergraduate,565
10007792,The University of Exeter,All,All,Total,21860
10007792,The University of Exeter,England,All,Postgraduate research,1370
10007792,The University of Exeter,England,All,Postgraduate taught,2575
10007792,The University of Exeter,England,All,First degree,17355
10007792,The University of Exeter,England,All,Other undergraduate,565
10007792,The University of Exeter,England,All,Total,21860
10008640,Falmouth University,England,South West,Postgraduate research,15
10008640,Falmouth University,England,South West,Postgraduate taught,145
10008640,Falmouth University,England,South West,First degree,4920
10008640,Falmouth University,England,South West,Other undergraduate,20
10008640,Falmouth University,England,South West,Total,5100
10008640,Falmouth University,All,All,Postgraduate research,15
10008640,Falmouth University,All,All,Postgraduate taught,145
10008640,Falmouth University,All,All,First degree,4920
10008640,Falmouth University,All,All,Other undergraduate,20
10008640,Falmouth University,All,All,Total,5100
10008640,Falmouth University,England,All,Postgraduate research,15
10008640,Falmouth University,England,All,Postgraduate taught,145
10008640,Falmouth University,England,All,First degree,4920
10008640,Falmouth University,England,All,Other undergraduate,20
10008640,Falmouth University,England,All,Total,5100
10004511,The National Film and Television School,England,South East,Postgraduate research,0
10004511,The National Film and Television School,England,South East,Postgraduate taught,255
10004511,The National Film and Television School,England,South East,First degree,0
10004511,The National Film and Television School,England,South East,Other undergraduate,0
10004511,The National Film and Television School,England,South East,Total,255
10004511,The National Film and Television School,All,All,Postgraduate research,0
10004511,The National Film and Television School,All,All,Postgraduate taught,255
10004511,The National Film and Television School,All,All,First degree,0
10004511,The National Film and Television School,All,All,Other undergraduate,0
10004511,The National Film and Television School,All,All,Total,255
10004511,The National Film and Television School,England,All,Postgraduate research,0
10004511,The National Film and Television School,England,All,Postgraduate taught,255
10004511,The National Film and Television School,England,All,First degree,0
10004511,The National Film and Television School,England,All,Other undergraduate,0
10004511,The National Film and Television School,England,All,Total,255
10007762,Glasgow Caledonian University,All,All,Postgraduate research,325
10007762,Glasgow Caledonian University,All,All,Postgraduate taught,1275
10007762,Glasgow Caledonian University,All,All,First degree,11140
10007762,Glasgow Caledonian University,All,All,Other undergraduate,605
10007762,Glasgow Caledonian University,All,All,Total,13345
10007762,Glasgow Caledonian University,Scotland,All,Postgraduate research,325
10007762,Glasgow Caledonian University,Scotland,All,Postgraduate taught,1275
10007762,Glasgow Caledonian University,Scotland,All,First degree,11140
10007762,Glasgow Caledonian University,Scotland,All,Other undergraduate,605
10007762,Glasgow Caledonian University,Scotland,All,Total,13345
10002681,Glasgow School of Art,All,All,Postgraduate research,40
10002681,Glasgow School of Art,All,All,Postgraduate taught,505
10002681,Glasgow School of Art,All,All,First degree,1515
10002681,Glasgow School of Art,All,All,Other undergraduate,35
10002681,Glasgow School of Art,All,All,Total,2095
10002681,Glasgow School of Art,Scotland,All,Postgraduate research,40
10002681,Glasgow School of Art,Scotland,All,Postgraduate taught,505
10002681,Glasgow School of Art,Scotland,All,First degree,1515
10002681,Glasgow School of Art,Scotland,All,Other undergraduate,35
10002681,Glasgow School of Art,Scotland,All,Total,2095
10007794,The University of Glasgow,All,All,Postgraduate research,2335
10007794,The University of Glasgow,All,All,Postgraduate taught,4790
10007794,The University of Glasgow,All,All,First degree,17680
10007794,The University of Glasgow,All,All,Other undergraduate,345
10007794,The University of Glasgow,All,All,Total,25150
10007794,The University of Glasgow,Scotland,All,Postgraduate research,2335
10007794,The University of Glasgow,Scotland,All,Postgraduate taught,4790
10007794,The University of Glasgow,Scotland,All,First degree,17680
10007794,The University of Glasgow,Scotland,All,Other undergraduate,345
10007794,The University of Glasgow,Scotland,All,Total,25150
10007145,University of Gloucestershire,England,South West,Postgraduate research,155
10007145,University of Gloucestershire,England,South West,Postgraduate taught,655
10007145,University of Gloucestershire,England,South West,First degree,6155
10007145,University of Gloucestershire,England,South West,Other undergraduate,425
10007145,University of Gloucestershire,England,South West,Total,7390
10007145,University of Gloucestershire,All,All,Postgraduate research,155
10007145,University of Gloucestershire,All,All,Postgraduate taught,655
10007145,University of Gloucestershire,All,All,First degree,6155
10007145,University of Gloucestershire,All,All,Other undergraduate,425
10007145,University of Gloucestershire,All,All,Total,7390
10007145,University of Gloucestershire,England,All,Postgraduate research,155
10007145,University of Gloucestershire,England,All,Postgraduate taught,655
10007145,University of Gloucestershire,England,All,First degree,6155
10007145,University of Gloucestershire,England,All,Other undergraduate,425
10007145,University of Gloucestershire,England,All,Total,7390
10007833,Glyndŵr University,All,All,Postgraduate research,40
10007833,Glyndŵr University,All,All,Postgraduate taught,205
10007833,Glyndŵr University,All,All,First degree,2745
10007833,Glyndŵr University,All,All,Other undergraduate,900
10007833,Glyndŵr University,All,All,Total,3885
10007833,Glyndŵr University,Wales,All,Postgraduate research,40
10007833,Glyndŵr University,Wales,All,Postgraduate taught,205
10007833,Glyndŵr University,Wales,All,First degree,2745
10007833,Glyndŵr University,Wales,All,Other undergraduate,900
10007833,Glyndŵr University,Wales,All,Total,3885
10002718,Goldsmiths College,England,London,Postgraduate research,310
10002718,Goldsmiths College,England,London,Postgraduate taught,2115
10002718,Goldsmiths College,England,London,First degree,5900
10002718,Goldsmiths College,England,London,Other undergraduate,80
10002718,Goldsmiths College,England,London,Total,8405
10002718,Goldsmiths College,All,All,Postgraduate research,310
10002718,Goldsmiths College,All,All,Postgraduate taught,2115
10002718,Goldsmiths College,All,All,First degree,5900
10002718,Goldsmiths College,All,All,Other undergraduate,80
10002718,Goldsmiths College,All,All,Total,8405
10002718,Goldsmiths College,England,All,Postgraduate research,310
10002718,Goldsmiths College,England,All,Postgraduate taught,2115
10002718,Goldsmiths College,England,All,First degree,5900
10002718,Goldsmiths College,England,All,Other undergraduate,80
10002718,Goldsmiths College,England,All,Total,8405
10030408,Gower College Swansea,All,All,Postgraduate research,0
10030408,Gower College Swansea,All,All,Postgraduate taught,0
10030408,Gower College Swansea,All,All,First degree,0
10030408,Gower College Swansea,All,All,Other undergraduate,30
10030408,Gower College Swansea,All,All,Total,30
10030408,Gower College Swansea,Wales,All,Postgraduate research,0
10030408,Gower College Swansea,Wales,All,Postgraduate taught,0
10030408,Gower College Swansea,Wales,All,First degree,0
10030408,Gower College Swansea,Wales,All,Other undergraduate,30
10030408,Gower College Swansea,Wales,All,Total,30
10007146,The University of Greenwich,England,London,Postgraduate research,345
10007146,The University of Greenwich,England,London,Postgraduate taught,1835
10007146,The University of Greenwich,England,London,First degree,12640
10007146,The University of Greenwich,England,London,Other undergraduate,1030
10007146,The University of Greenwich,England,London,Total,15850
10007146,The University of Greenwich,All,All,Postgraduate research,345
10007146,The University of Greenwich,All,All,Postgraduate taught,1835
10007146,The University of Greenwich,All,All,First degree,12640
10007146,The University of Greenwich,All,All,Other undergraduate,1030
10007146,The University of Greenwich,All,All,Total,15850
10007146,The University of Greenwich,England,All,Postgraduate research,345
10007146,The University of Greenwich,England,All,Postgraduate taught,1835
10007146,The University of Greenwich,England,All,First degree,12640
10007146,The University of Greenwich,England,All,Other undergraduate,1030
10007146,The University of Greenwich,England,All,Total,15850
10007825,Guildhall School of Music and Drama,England,London,Postgraduate research,30
10007825,Guildhall School of Music and Drama,England,London,Postgraduate taught,315
10007825,Guildhall School of Music and Drama,England,London,First degree,630
10007825,Guildhall School of Music and Drama,England,London,Other undergraduate,0
10007825,Guildhall School of Music and Drama,England,London,Total,980
10007825,Guildhall School of Music and Drama,All,All,Postgraduate research,30
10007825,Guildhall School of Music and Drama,All,All,Postgraduate taught,315
10007825,Guildhall School of Music and Drama,All,All,First degree,630
10007825,Guildhall School of Music and Drama,All,All,Other undergraduate,0
10007825,Guildhall School of Music and Drama,All,All,Total,980
10007825,Guildhall School of Music and Drama,England,All,Postgraduate research,30
10007825,Guildhall School of Music and Drama,England,All,Postgraduate taught,315
10007825,Guildhall School of Music and Drama,England,All,First degree,630
10007825,Guildhall School of Music and Drama,England,All,Other undergraduate,0
10007825,Guildhall School of Music and Drama,England,All,Total,980
10040812,Harper Adams University,England,West Midlands,Postgraduate research,45
10040812,Harper Adams University,England,West Midlands,Postgraduate taught,175
10040812,Harper Adams University,England,West Midlands,First degree,1940
10040812,Harper Adams University,England,West Midlands,Other undergraduate,860
10040812,Harper Adams University,England,West Midlands,Total,3020
10040812,Harper Adams University,All,All,Postgraduate research,45
10040812,Harper Adams University,All,All,Postgraduate taught,175
10040812,Harper Adams University,All,All,First degree,1940
10040812,Harper Adams University,All,All,Other undergraduate,860
10040812,Harper Adams University,All,All,Total,3020
10040812,Harper Adams University,England,All,Postgraduate research,45
10040812,Harper Adams University,England,All,Postgraduate taught,175
10040812,Harper Adams University,England,All,First degree,1940
10040812,Harper Adams University,England,All,Other undergraduate,860
10040812,Harper Adams University,England,All,Total,3020
10007764,Heriot-Watt University,All,All,Postgraduate research,770
10007764,Heriot-Watt University,All,All,Postgraduate taught,1580
10007764,Heriot-Watt University,All,All,First degree,6845
10007764,Heriot-Watt University,All,All,Other undergraduate,145
10007764,Heriot-Watt University,All,All,Total,9335
10007764,Heriot-Watt University,Scotland,All,Postgraduate research,770
10007764,Heriot-Watt University,Scotland,All,Postgraduate taught,1580
10007764,Heriot-Watt University,Scotland,All,First degree,6845
10007764,Heriot-Watt University,Scotland,All,Other undergraduate,145
10007764,Heriot-Watt University,Scotland,All,Total,9335
10007147,University of Hertfordshire,England,East of England,Postgraduate research,365
10007147,University of Hertfordshire,England,East of England,Postgraduate taught,2115
10007147,University of Hertfordshire,England,East of England,First degree,15790
10007147,University of Hertfordshire,England,East of England,Other undergraduate,1020
10007147,University of Hertfordshire,England,East of England,Total,19290
10007147,University of Hertfordshire,All,All,Postgraduate research,365
10007147,University of Hertfordshire,All,All,Postgraduate taught,2115
10007147,University of Hertfordshire,All,All,First degree,15790
10007147,University of Hertfordshire,All,All,Other undergraduate,1020
10007147,University of Hertfordshire,All,All,Total,19290
10007147,University of Hertfordshire,England,All,Postgraduate research,365
10007147,University of Hertfordshire,England,All,Postgraduate taught,2115
10007147,University of Hertfordshire,England,All,First degree,15790
10007147,University of Hertfordshire,England,All,Other undergraduate,1020
10007147,University of Hertfordshire,England,All,Total,19290
10007765,Heythrop College,England,London,Postgraduate research,10
10007765,Heythrop College,England,London,Postgraduate taught,135
10007765,Heythrop College,England,London,First degree,110
10007765,Heythrop College,England,London,Other undergraduate,0
10007765,Heythrop College,England,London,Total,255
10007765,Heythrop College,All,All,Postgraduate research,10
10007765,Heythrop College,All,All,Postgraduate taught,135
10007765,Heythrop College,All,All,First degree,110
10007765,Heythrop College,All,All,Other undergraduate,0
10007765,Heythrop College,All,All,Total,255
10007765,Heythrop College,England,All,Postgraduate research,10
10007765,Heythrop College,England,All,Postgraduate taught,135
10007765,Heythrop College,England,All,First degree,110
10007765,Heythrop College,England,All,Other undergraduate,0
10007765,Heythrop College,England,All,Total,255
10007148,The University of Huddersfield,England,Yorkshire and The Humber,Postgraduate research,800
10007148,The University of Huddersfield,England,Yorkshire and The Humber,Postgraduate taught,1640
10007148,The University of Huddersfield,England,Yorkshire and The Humber,First degree,12840
10007148,The University of Huddersfield,England,Yorkshire and The Humber,Other undergraduate,215
10007148,The University of Huddersfield,England,Yorkshire and The Humber,Total,15490
10007148,The University of Huddersfield,All,All,Postgraduate research,800
10007148,The University of Huddersfield,All,All,Postgraduate taught,1640
10007148,The University of Huddersfield,All,All,First degree,12840
10007148,The University of Huddersfield,All,All,Other undergraduate,215
10007148,The University of Huddersfield,All,All,Total,15490
10007148,The University of Huddersfield,England,All,Postgraduate research,800
10007148,The University of Huddersfield,England,All,Postgraduate taught,1640
10007148,The University of Huddersfield,England,All,First degree,12840
10007148,The University of Huddersfield,England,All,Other undergraduate,215
10007148,The University of Huddersfield,England,All,Total,15490
10007149,The University of Hull,England,Yorkshire and The Humber,Postgraduate research,705
10007149,The University of Hull,England,Yorkshire and The Humber,Postgraduate taught,1165
10007149,The University of Hull,England,Yorkshire and The Humber,First degree,12015
10007149,The University of Hull,England,Yorkshire and The Humber,Other undergraduate,365
10007149,The University of Hull,England,Yorkshire and The Humber,Total,14245
10007149,The University of Hull,All,All,Postgraduate research,705
10007149,The University of Hull,All,All,Postgraduate taught,1165
10007149,The University of Hull,All,All,First degree,12015
10007149,The University of Hull,All,All,Other undergraduate,365
10007149,The University of Hull,All,All,Total,14245
10007149,The University of Hull,England,All,Postgraduate research,705
10007149,The University of Hull,England,All,Postgraduate taught,1165
10007149,The University of Hull,England,All,First degree,12015
10007149,The University of Hull,England,All,Other undergraduate,365
10007149,The University of Hull,England,All,Total,14245
10003270,"Imperial College of Science, Technology and Medicine",England,London,Postgraduate research,3645
10003270,"Imperial College of Science, Technology and Medicine",England,London,Postgraduate taught,3520
10003270,"Imperial College of Science, Technology and Medicine",England,London,First degree,9405
10003270,"Imperial College of Science, Technology and Medicine",England,London,Other undergraduate,0
10003270,"Imperial College of Science, Technology and Medicine",England,London,Total,16570
10003270,"Imperial College of Science, Technology and Medicine",All,All,Postgraduate research,3645
10003270,"Imperial College of Science, Technology and Medicine",All,All,Postgraduate taught,3520
10003270,"Imperial College of Science, Technology and Medicine",All,All,First degree,9405
10003270,"Imperial College of Science, Technology and Medicine",All,All,Other undergraduate,0
10003270,"Imperial College of Science, Technology and Medicine",All,All,Total,16570
10003270,"Imperial College of Science, Technology and Medicine",England,All,Postgraduate research,3645
10003270,"Imperial College of Science, Technology and Medicine",England,All,Postgraduate taught,3520
10003270,"Imperial College of Science, Technology and Medicine",England,All,First degree,9405
10003270,"Imperial College of Science, Technology and Medicine",England,All,Other undergraduate,0
10003270,"Imperial College of Science, Technology and Medicine",England,All,Total,16570
10007767,Keele University,England,West Midlands,Postgraduate research,375
10007767,Keele University,England,West Midlands,Postgraduate taught,860
10007767,Keele University,England,West Midlands,First degree,7600
10007767,Keele University,England,West Midlands,Other undergraduate,95
10007767,Keele University,England,West Midlands,Total,8925
10007767,Keele University,All,All,Postgraduate research,375
10007767,Keele University,All,All,Postgraduate taught,860
10007767,Keele University,All,All,First degree,7600
10007767,Keele University,All,All,Other undergraduate,95
10007767,Keele University,All,All,Total,8925
10007767,Keele University,England,All,Postgraduate research,375
10007767,Keele University,England,All,Postgraduate taught,860
10007767,Keele University,England,All,First degree,7600
10007767,Keele University,England,All,Other undergraduate,95
10007767,Keele University,England,All,Total,8925
10007150,The University of Kent,England,South East,Postgraduate research,1000
10007150,The University of Kent,England,South East,Postgraduate taught,2125
10007150,The University of Kent,England,South East,First degree,14920
10007150,The University of Kent,England,South East,Other undergraduate,305
10007150,The University of Kent,England,South East,Total,18350
10007150,The University of Kent,All,All,Postgraduate research,1000
10007150,The University of Kent,All,All,Postgraduate taught,2125
10007150,The University of Kent,All,All,First degree,14920
10007150,The University of Kent,All,All,Other undergraduate,305
10007150,The University of Kent,All,All,Total,18350
10007150,The University of Kent,England,All,Postgraduate research,1000
10007150,The University of Kent,England,All,Postgraduate taught,2125
10007150,The University of Kent,England,All,First degree,14920
10007150,The University of Kent,England,All,Other undergraduate,305
10007150,The University of Kent,England,All,Total,18350
10003645,"King's College London",England,London,Postgraduate research,2360
10003645,"King's College London",England,London,Postgraduate taught,6925
10003645,"King's College London",England,London,First degree,16375
10003645,"King's College London",England,London,Other undergraduate,315
10003645,"King's College London",England,London,Total,25975
10003645,"King's College London",All,All,Postgraduate research,2360
10003645,"King's College London",All,All,Postgraduate taught,6925
10003645,"King's College London",All,All,First degree,16375
10003645,"King's College London",All,All,Other undergraduate,315
10003645,"King's College London",All,All,Total,25975
10003645,"King's College London",England,All,Postgraduate research,2360
10003645,"King's College London",England,All,Postgraduate taught,6925
10003645,"King's College London",England,All,First degree,16375
10003645,"King's College London",England,All,Other undergraduate,315
10003645,"King's College London",England,All,Total,25975
10003678,Kingston University,England,London,Postgraduate research,375
10003678,Kingston University,England,London,Postgraduate taught,2635
10003678,Kingston University,England,London,First degree,13085
10003678,Kingston University,England,London,Other undergraduate,1020
10003678,Kingston University,England,London,Total,17115
10003678,Kingston University,All,All,Postgraduate research,375
10003678,Kingston University,All,All,Postgraduate taught,2635
10003678,Kingston University,All,All,First degree,13085
10003678,Kingston University,All,All,Other undergraduate,1020
10003678,Kingston University,All,All,Total,17115
10003678,Kingston University,England,All,Postgraduate research,375
10003678,Kingston University,England,All,Postgraduate taught,2635
10003678,Kingston University,England,All,First degree,13085
10003678,Kingston University,England,All,Other undergraduate,1020
10003678,Kingston University,England,All,Total,17115
10007768,The University of Lancaster,England,North West,Postgraduate research,1320
10007768,The University of Lancaster,England,North West,Postgraduate taught,1830
10007768,The University of Lancaster,England,North West,First degree,9545
10007768,The University of Lancaster,England,North West,Other undergraduate,5
10007768,The University of Lancaster,England,North West,Total,12700
10007768,The University of Lancaster,All,All,Postgraduate research,1320
10007768,The University of Lancaster,All,All,Postgraduate taught,1830
10007768,The University of Lancaster,All,All,First degree,9545
10007768,The University of Lancaster,All,All,Other undergraduate,5
10007768,The University of Lancaster,All,All,Total,12700
10007768,The University of Lancaster,England,All,Postgraduate research,1320
10007768,The University of Lancaster,England,All,Postgraduate taught,1830
